course_ref,subject_ref,requirement_type,minimum_grade
UON-6564,KIS,ALTERNATIVE,C+
UON-6564,BIO,COMPULSORY,C+
UON-6564,CHE,COMPULSORY,C+
UON-6564,MATH101,ALTERNATIVE,C+
JKUAT-6571,ENG,COMPULSORY,C+
JKUAT-6571,KIS,ALTERNATIVE,C+
JKUAT-6571,MATH101,COMPULSORY,C
JKUAT-6571,GEO,OPTIONAL,C
MMU-6578,ENG,COMPULSORY,C+
MMU-6578,KIS,ALTERNATIVE,C+
MMU-6578,BIO,COMPULSORY,C+
MMU-6578,AGR,ALTERNATIVE,C+
MMU-6578,CHE,OPTIONAL,C
UOE-6583,ENG,COMPULSORY,C+
UOE-6583,KIS,ALTERNATIVE,C+
UOE-6583,MATH101,COMPULSORY,C
UOE-6583,GEO,OPTIONAL,C
JKUAT-6584,ENG,COMPULSORY,C+
JKUAT-6584,KIS,ALTERNATIVE,C+
JKUAT-6584,MATH101,COMPULSORY,C+
JKUAT-6584,COMP067,ALTERNATIVE,C+
JKUAT-6584,PHY,OPTIONAL,C
MU-6595,ENG,COMPULSORY,C+
MU-6595,KIS,ALTERNATIVE,C+
MU-6595,MATH101,COMPULSORY,C+
MU-6595,PHY,COMPULSORY,C+
MU-6595,COMP067,OPTIONAL,C
UOE-6601,ENG,COMPULSORY,C+
UOE-6601,KIS,ALTERNATIVE,C+
UOE-6601,BIO,COMPULSORY,C+
UOE-6601,AGR,ALTERNATIVE,C+
UOE-6601,CHE,OPTIONAL,C
AU-6602,ENG,COMPULSORY,C+
AU-6602,KIS,ALTERNATIVE,C+
AU-6602,HIS,ALTERNATIVE,C+
AU-6602,GEO,OPTIONAL,C
MU-6606,ENG,COMPULSORY,C+
MU-6606,KIS,ALTERNATIVE,C+
MU-6606,HIS,ALTERNATIVE,C+
MU-6606,GEO,OPTIONAL,C
JKUAT-6609,ENG,COMPULSORY,C+
JKUAT-6609,KIS,ALTERNATIVE,C+
JKUAT-6609,MATH101,COMPULSORY,C
JKUAT-6609,GEO,OPTIONAL,C
JKUAT-6615,ENG,COMPULSORY,C+
JKUAT-6615,KIS,ALTERNATIVE,C+
JKUAT-6615,MATH101,COMPULSORY,C+
JKUAT-6615,PHY,COMPULSORY,C+
JKUAT-6615,COMP067,OPTIONAL,C
KU-6618,ENG,COMPULSORY,C+
KU-6618,KIS,ALTERNATIVE,C+
KU-6618,MATH101,COMPULSORY,C+
KU-6618,PHY,COMPULSORY,C+
KU-6618,COMP067,OPTIONAL,C
JKUAT-6622,ENG,COMPULSORY,C+
JKUAT-6622,KIS,ALTERNATIVE,C+
JKUAT-6622,MATH101,COMPULSORY,C
JKUAT-6622,GEO,OPTIONAL,C
MUT-6630,ENG,COMPULSORY,C+
MUT-6630,KIS,ALTERNATIVE,C+
MUT-6630,HIS,ALTERNATIVE,C+
MUT-6630,GEO,OPTIONAL,C
UOE-6635,ENG,COMPULSORY,C+
UOE-6635,KIS,ALTERNATIVE,C+
UOE-6635,MATH101,COMPULSORY,C
UOE-6635,GEO,OPTIONAL,C
TMU-6638,ENG,COMPULSORY,C+
TMU-6638,KIS,ALTERNATIVE,C+
TMU-6638,MATH101,COMPULSORY,C+
TMU-6638,COMP067,ALTERNATIVE,C+
TMU-6638,PHY,OPTIONAL,C
UON-6650,ENG,COMPULSORY,C+
UON-6650,KIS,ALTERNATIVE,C+
UON-6650,MATH101,COMPULSORY,C
UON-6650,GEO,OPTIONAL,C
KU-6656,ENG,COMPULSORY,C+
KU-6656,KIS,ALTERNATIVE,C+
KU-6656,MATH101,COMPULSORY,C+
KU-6656,COMP067,ALTERNATIVE,C+
KU-6656,PHY,OPTIONAL,C
MMU-6661,ENG,COMPULSORY,C+
MMU-6661,KIS,ALTERNATIVE,C+
MMU-6661,MATH101,COMPULSORY,C+
MMU-6661,COMP067,ALTERNATIVE,C+
MMU-6661,PHY,OPTIONAL,C
MMU-6663,ENG,COMPULSORY,C+
MMU-6663,KIS,ALTERNATIVE,C+
MMU-6663,MATH101,COMPULSORY,C
MMU-6663,GEO,OPTIONAL,C
JKUAT-6669,ENG,COMPULSORY,C+
JKUAT-6669,KIS,ALTERNATIVE,C+
JKUAT-6669,BIO,COMPULSORY,C+
JKUAT-6669,AGR,ALTERNATIVE,C+
JKUAT-6669,CHE,OPTIONAL,C
MU-6681,ENG,COMPULSORY,C+
MU-6681,KIS,ALTERNATIVE,C+
MU-6681,MATH101,COMPULSORY,C+
MU-6681,COMP067,ALTERNATIVE,C+
MU-6681,PHY,OPTIONAL,C
UOE-6682,ENG,COMPULSORY,C+
UOE-6682,KIS,ALTERNATIVE,C+
UOE-6682,BIO,COMPULSORY,C+
UOE-6682,AGR,ALTERNATIVE,C+
UOE-6682,CHE,OPTIONAL,C
TUK-6689,ENG,COMPULSORY,C+
TUK-6689,KIS,ALTERNATIVE,C+
TUK-6689,MATH101,COMPULSORY,C+
TUK-6689,COMP067,ALTERNATIVE,C+
TUK-6689,PHY,OPTIONAL,C
PU-6696,ENG,COMPULSORY,C+
PU-6696,KIS,ALTERNATIVE,C+
PU-6696,HIS,ALTERNATIVE,C+
PU-6696,GEO,OPTIONAL,C
TMU-6702,ENG,COMPULSORY,C+
TMU-6702,KIS,ALTERNATIVE,C+
TMU-6702,MATH101,COMPULSORY,C+
TMU-6702,COMP067,ALTERNATIVE,C+
TMU-6702,PHY,OPTIONAL,C
MSU-6708,ENG,COMPULSORY,C+
MSU-6708,KIS,ALTERNATIVE,C+
MSU-6708,MATH101,COMPULSORY,C+
MSU-6708,COMP067,ALTERNATIVE,C+
MSU-6708,PHY,OPTIONAL,C
MU-6709,ENG,COMPULSORY,C+
MU-6709,KIS,ALTERNATIVE,C+
MU-6709,MATH101,COMPULSORY,C+
MU-6709,COMP067,ALTERNATIVE,C+
MU-6709,PHY,OPTIONAL,C
