code,title,slug,description,qualification,career,institution,duration_years,career_code
PU-5711,BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),bachelor-of-arts-history-and-archaeology-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (History And Archaeology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (History And Archaeology),PWANI UNIVERSITY,4,CAR-100
MSU-5717,"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",bachelor-of-arts-history-and-archaeology-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (History And Archaeology, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (History And Archaeology, With It)",MASENO UNIVERSITY,4,CAR-101
KU-5724,BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),bachelor-of-science-recreation-and-sports-management-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Recreation And Sports Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Recreation And Sports Management),KENYATTA UNIVERSITY,4,CAR-126
SPU-5731,BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,bachelor-of-science-in-computing-and-information-systems-spu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Computing And Information Systems, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Computing And Information Systems,ST. PAUL'S UNIVERSITY,4,CAR-101
JKUAT-5737,BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),bachelor-of-science-agricultural-economics-and-rural-development-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Agricultural Economics And Rural Development), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Agricultural Economics And Rural Development),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-132
SPU-5744,BACHELOR OF ARTS IN TRANSLATION STUDIES,bachelor-of-arts-in-translation-studies-spu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Translation Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Translation Studies,ST. PAUL'S UNIVERSITY,4,CAR-100
UOE-5749,BACHELOR OF SCIENCE IN MICROBIOLOGY,bachelor-of-science-in-microbiology-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Microbiology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Microbiology,UNIVERSITY OF ELDORET,4,CAR-107
DU-5755,BACHELOR OF COMMERCE IN MANAGEMENT INFORMATION SYSTEMS,bachelor-of-commerce-in-management-information-systems-du,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Commerce In Management Information Systems, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Commerce In Management Information Systems,DAYSTAR UNIVERSITY,4,CAR-101
TUK-5756,BACHELOR OF SCIENCE (EVENT AND CONVENTION MANAGEMENT),bachelor-of-science-event-and-convention-management-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Event And Convention Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Event And Convention Management),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-126
JKUAT-5762,BACHELOR OF SCIENCE (RENEWABLE ENERGY AND ENVIRONMENTAL PHYSICS),bachelor-of-science-renewable-energy-and-environmental-physics-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Renewable Energy And Environmental Physics), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Renewable Energy And Environmental Physics),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-143
JKUAT-5768,BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,bachelor-of-science-in-mechatronic-engineering-jkuat,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Science In Mechatronic Engineering, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Mechatronic Engineering,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,5,CAR-233
TU-5775,BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,bachelor-of-arts-in-sustainable-human-development-tu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Sustainable Human Development, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Sustainable Human Development,TANGAZA UNIVERSITY,4,CAR-100
UOE-5781,BACHELOR OF SCIENCE (SEED SCIENCE & TECHNOLOGY,bachelor-of-science-seed-science-technology-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Seed Science & Technology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Seed Science & Technology,UNIVERSITY OF ELDORET,4,CAR-234
MKU-5782,BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,bachelor-of-science-in-dental-technology-mku,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science In Dental Technology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Dental Technology,MOUNT KENYA UNIVERSITY,6,CAR-235
PU-5789,BACHELOR OF ARTS (PHILOSOPHY),bachelor-of-arts-philosophy-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Philosophy), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Philosophy),PWANI UNIVERSITY,4,CAR-100
TMU-5795,"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",bachelor-of-arts-business-studies-with-it-tmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Business Studies, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Business Studies, With It)",TOM MBOYA UNIVERSITY,4,CAR-101
MUT-5801,BACHELOR OF SCIENCE (HOSPITALITY MANAGEMENT),bachelor-of-science-hospitality-management-mut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Hospitality Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Hospitality Management),MURANG'A UNIVERSITY OF TECHNOLOGY,4,CAR-101
UON-5808,BACHELOR OF SCIENCE (METEOROLOGY),bachelor-of-science-meteorology-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Meteorology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Meteorology),UNIVERSITY OF NAIROBI,4,CAR-171
UON-5814,BACHELOR OF SCIENCE (GEOLOGY),bachelor-of-science-geology-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Geology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Geology),UNIVERSITY OF NAIROBI,4,CAR-236
TUK-5826,BACHELOR OF TECHNOLOGY (APPLIED STATISTICS),bachelor-of-technology-applied-statistics-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Applied Statistics), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Applied Statistics),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-106
MU-5832,BACHELOR OF BUSINESS MANAGEMENT (MARINE BUSINESS MANAGEMENT),bachelor-of-business-management-marine-business-management-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Business Management (Marine Business Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Business Management (Marine Business Management),MOI UNIVERSITY,4,CAR-126
TUK-5842,BACHELOR OF TECHNOLOGY (CHEMICAL ENGINEERING),bachelor-of-technology-chemical-engineering-tuk,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Technology (Chemical Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Chemical Engineering),THE TECHNICAL UNIVERSITY OF KENYA,5,CAR-238
SEKU-5848,BACHELOR OF SCIENCE (FORESTRY),bachelor-of-science-forestry-seku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Forestry), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Forestry),SOUTH EASTERN KENYA UNIVERSITY,4,CAR-143
UOE-5853,BACHELOR OF SCIENCE (FORESTRY),bachelor-of-science-forestry-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Forestry), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Forestry),UNIVERSITY OF ELDORET,4,CAR-143
TUK-5854,BACHELOR OF TECHNOLOGY (GEOINFORMATION TECHNOLOGY),bachelor-of-technology-geoinformation-technology-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Geoinformation Technology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Geoinformation Technology),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-101
KU-5860,BACHELOR OF SCIENCE (EXERCISE & SPORT SCIENCE),bachelor-of-science-exercise-sport-science-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Exercise & Sport Science), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Exercise & Sport Science),KENYATTA UNIVERSITY,4,CAR-239
MSU-5867,"BACHELOR OF ARTS (RELIGION, WITH IT)",bachelor-of-arts-religion-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Religion, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Religion, With It)",MASENO UNIVERSITY,4,CAR-101
TUK-5873,BACHELOR OF TECHNOLOGY (APPLIED BIOLOGY),bachelor-of-technology-applied-biology-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Applied Biology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Applied Biology),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-107
TUK-5879,BACHELOR OF TECHNOLOGY (COMMUNICATION AND COMPUTER NETWORKS),bachelor-of-technology-communication-and-computer-networks-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Communication And Computer Networks), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Communication And Computer Networks),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-240
KU-5886,BACHELOR OF ARTS (COUNSELING),bachelor-of-arts-counseling-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Counseling), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Counseling),KENYATTA UNIVERSITY,4,CAR-131
MU-5892,BACHELOR OF SCIENCE IN COMMUNITY RESOURCE MANAGEMENT,bachelor-of-science-in-community-resource-management-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Community Resource Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Community Resource Management,MACHAKOS UNIVERSITY,4,CAR-101
JKUAT-5897,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT AND ENVIRONMENT),bachelor-of-science-community-development-and-environment-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Community Development And Environment), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Community Development And Environment),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-101
MMU-5904,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Urban And Regional Planning, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Urban And Regional Planning,MAASAI MARA UNIVERSITY,4,CAR-241
